icon_id,display_name,description,source_type,related_kind,related_id,matched_item_id,icon_path,icon_by_id_path,collision_types
3368,Icone 3368,,db_icon_unmapped,,,,all_icons_named_png/03368_icone_3368.png,all_icons_by_id_png/3368.png,db_asset
3369,Icone 3369,,db_icon_unmapped,,,,all_icons_named_png/03369_icone_3369.png,all_icons_by_id_png/3369.png,db_asset
3370,Icone 3370,,db_icon_unmapped,,,,all_icons_named_png/03370_icone_3370.png,all_icons_by_id_png/3370.png,db_asset
3371,Icone 3371,,db_icon_unmapped,,,,all_icons_named_png/03371_icone_3371.png,all_icons_by_id_png/3371.png,db_asset
3372,Icone 3372,,db_icon_unmapped,,,,all_icons_named_png/03372_icone_3372.png,all_icons_by_id_png/3372.png,db_asset
3373,Icone 3373,,db_icon_unmapped,,,,all_icons_named_png/03373_icone_3373.png,all_icons_by_id_png/3373.png,db_asset
3374,Icone 3374,,db_icon_unmapped,,,,all_icons_named_png/03374_icone_3374.png,all_icons_by_id_png/3374.png,db_asset
3375,Icone 3375,,db_icon_unmapped,,,,all_icons_named_png/03375_icone_3375.png,all_icons_by_id_png/3375.png,db_asset
3376,Icone 3376,,db_icon_unmapped,,,,all_icons_named_png/03376_icone_3376.png,all_icons_by_id_png/3376.png,db_asset
3377,Icone 3377,,db_icon_unmapped,,,,all_icons_named_png/03377_icone_3377.png,all_icons_by_id_png/3377.png,db_asset
3378,Icone 3378,,db_icon_unmapped,,,,all_icons_named_png/03378_icone_3378.png,all_icons_by_id_png/3378.png,db_asset
3379,Icone 3379,,db_icon_unmapped,,,,all_icons_named_png/03379_icone_3379.png,all_icons_by_id_png/3379.png,db_asset
3382,Icone 3382,,db_icon_unmapped,,,,all_icons_named_png/03382_icone_3382.png,all_icons_by_id_png/3382.png,db_asset
3383,Icone 3383,,db_icon_unmapped,,,,all_icons_named_png/03383_icone_3383.png,all_icons_by_id_png/3383.png,db_asset
3384,Icone 3384,,db_icon_unmapped,,,,all_icons_named_png/03384_icone_3384.png,all_icons_by_id_png/3384.png,db_asset
3385,Icone 3385,,db_icon_unmapped,,,,all_icons_named_png/03385_icone_3385.png,all_icons_by_id_png/3385.png,db_asset
3386,Icone 3386,,db_icon_unmapped,,,,all_icons_named_png/03386_icone_3386.png,all_icons_by_id_png/3386.png,db_asset
3387,Icone 3387,,db_icon_unmapped,,,,all_icons_named_png/03387_icone_3387.png,all_icons_by_id_png/3387.png,db_asset
3388,Icone 3388,,db_icon_unmapped,,,,all_icons_named_png/03388_icone_3388.png,all_icons_by_id_png/3388.png,db_asset
3389,Icone 3389,,db_icon_unmapped,,,,all_icons_named_png/03389_icone_3389.png,all_icons_by_id_png/3389.png,db_asset
3390,Icone 3390,,db_icon_unmapped,,,,all_icons_named_png/03390_icone_3390.png,all_icons_by_id_png/3390.png,db_asset
3391,Icone 3391,,db_icon_unmapped,,,,all_icons_named_png/03391_icone_3391.png,all_icons_by_id_png/3391.png,db_asset
3392,Icone 3392,,db_icon_unmapped,,,,all_icons_named_png/03392_icone_3392.png,all_icons_by_id_png/3392.png,db_asset
3393,Icone 3393,,db_icon_unmapped,,,,all_icons_named_png/03393_icone_3393.png,all_icons_by_id_png/3393.png,db_asset
3394,Icone 3394,,db_icon_unmapped,,,,all_icons_named_png/03394_icone_3394.png,all_icons_by_id_png/3394.png,db_asset
3395,Icone 3395,,db_icon_unmapped,,,,all_icons_named_png/03395_icone_3395.png,all_icons_by_id_png/3395.png,db_asset
3396,Icone 3396,,db_icon_unmapped,,,,all_icons_named_png/03396_icone_3396.png,all_icons_by_id_png/3396.png,db_asset
3397,Talo de milfurada,,item_id_match,item,3397,3397,all_icons_named_png/03397_talo_de_milfurada.png,all_icons_by_id_png/3397.png,db_asset
3398,Icone 3398,,db_icon_unmapped,,,,all_icons_named_png/03398_icone_3398.png,all_icons_by_id_png/3398.png,db_asset
3399,Icone 3399,,db_icon_unmapped,,,,all_icons_named_png/03399_icone_3399.png,all_icons_by_id_png/3399.png,db_asset
3400,Icone 3400,,db_icon_unmapped,,,,all_icons_named_png/03400_icone_3400.png,all_icons_by_id_png/3400.png,db_asset
3401,Icone 3401,,db_icon_unmapped,,,,all_icons_named_png/03401_icone_3401.png,all_icons_by_id_png/3401.png,db_asset
3402,Icone 3402,,db_icon_unmapped,,,,all_icons_named_png/03402_icone_3402.png,all_icons_by_id_png/3402.png,db_asset
3403,Icone 3403,,db_icon_unmapped,,,,all_icons_named_png/03403_icone_3403.png,all_icons_by_id_png/3403.png,db_asset
3404,Icone 3404,,db_icon_unmapped,,,,all_icons_named_png/03404_icone_3404.png,all_icons_by_id_png/3404.png,db_asset
3405,Icone 3405,,db_icon_unmapped,,,,all_icons_named_png/03405_icone_3405.png,all_icons_by_id_png/3405.png,db_asset
3406,Icone 3406,,db_icon_unmapped,,,,all_icons_named_png/03406_icone_3406.png,all_icons_by_id_png/3406.png,db_asset
3407,Icone 3407,,db_icon_unmapped,,,,all_icons_named_png/03407_icone_3407.png,all_icons_by_id_png/3407.png,db_asset
3408,Icone 3408,,db_icon_unmapped,,,,all_icons_named_png/03408_icone_3408.png,all_icons_by_id_png/3408.png,db_asset
3409,Icone 3409,,db_icon_unmapped,,,,all_icons_named_png/03409_icone_3409.png,all_icons_by_id_png/3409.png,db_asset
3410,Icone 3410,,db_icon_unmapped,,,,all_icons_named_png/03410_icone_3410.png,all_icons_by_id_png/3410.png,db_asset
3411,Icone 3411,,db_icon_unmapped,,,,all_icons_named_png/03411_icone_3411.png,all_icons_by_id_png/3411.png,db_asset
3412,Icone 3412,,db_icon_unmapped,,,,all_icons_named_png/03412_icone_3412.png,all_icons_by_id_png/3412.png,db_asset
3413,Icone 3413,,db_icon_unmapped,,,,all_icons_named_png/03413_icone_3413.png,all_icons_by_id_png/3413.png,db_asset
3414,Icone 3414,,db_icon_unmapped,,,,all_icons_named_png/03414_icone_3414.png,all_icons_by_id_png/3414.png,db_asset
3415,Icone 3415,,db_icon_unmapped,,,,all_icons_named_png/03415_icone_3415.png,all_icons_by_id_png/3415.png,db_asset
3416,Icone 3416,,db_icon_unmapped,,,,all_icons_named_png/03416_icone_3416.png,all_icons_by_id_png/3416.png,db_asset
3417,Icone 3417,,db_icon_unmapped,,,,all_icons_named_png/03417_icone_3417.png,all_icons_by_id_png/3417.png,db_asset
3418,Icone 3418,,db_icon_unmapped,,,,all_icons_named_png/03418_icone_3418.png,all_icons_by_id_png/3418.png,db_asset
3419,Icone 3419,,db_icon_unmapped,,,,all_icons_named_png/03419_icone_3419.png,all_icons_by_id_png/3419.png,db_asset
3420,Icone 3420,,db_icon_unmapped,,,,all_icons_named_png/03420_icone_3420.png,all_icons_by_id_png/3420.png,db_asset
3421,Icone 3421,,db_icon_unmapped,,,,all_icons_named_png/03421_icone_3421.png,all_icons_by_id_png/3421.png,db_asset
3422,Icone 3422,,db_icon_unmapped,,,,all_icons_named_png/03422_icone_3422.png,all_icons_by_id_png/3422.png,db_asset
3423,Icone 3423,,db_icon_unmapped,,,,all_icons_named_png/03423_icone_3423.png,all_icons_by_id_png/3423.png,db_asset
3424,Icone 3424,,db_icon_unmapped,,,,all_icons_named_png/03424_icone_3424.png,all_icons_by_id_png/3424.png,db_asset
3425,Icone 3425,,db_icon_unmapped,,,,all_icons_named_png/03425_icone_3425.png,all_icons_by_id_png/3425.png,db_asset
3426,Icone 3426,,db_icon_unmapped,,,,all_icons_named_png/03426_icone_3426.png,all_icons_by_id_png/3426.png,db_asset
3427,Icone 3427,,db_icon_unmapped,,,,all_icons_named_png/03427_icone_3427.png,all_icons_by_id_png/3427.png,db_asset
3428,Icone 3428,,db_icon_unmapped,,,,all_icons_named_png/03428_icone_3428.png,all_icons_by_id_png/3428.png,db_asset
3429,Icone 3429,,db_icon_unmapped,,,,all_icons_named_png/03429_icone_3429.png,all_icons_by_id_png/3429.png,db_asset
3430,Icone 3430,,db_icon_unmapped,,,,all_icons_named_png/03430_icone_3430.png,all_icons_by_id_png/3430.png,db_asset
3431,Icone 3431,,db_icon_unmapped,,,,all_icons_named_png/03431_icone_3431.png,all_icons_by_id_png/3431.png,db_asset
3432,Icone 3432,,db_icon_unmapped,,,,all_icons_named_png/03432_icone_3432.png,all_icons_by_id_png/3432.png,db_asset
3433,Icone 3433,,db_icon_unmapped,,,,all_icons_named_png/03433_icone_3433.png,all_icons_by_id_png/3433.png,db_asset
3434,Icone 3434,,db_icon_unmapped,,,,all_icons_named_png/03434_icone_3434.png,all_icons_by_id_png/3434.png,db_asset
3435,Icone 3435,,db_icon_unmapped,,,,all_icons_named_png/03435_icone_3435.png,all_icons_by_id_png/3435.png,db_asset
3436,Icone 3436,,db_icon_unmapped,,,,all_icons_named_png/03436_icone_3436.png,all_icons_by_id_png/3436.png,db_asset
3437,Icone 3437,,db_icon_unmapped,,,,all_icons_named_png/03437_icone_3437.png,all_icons_by_id_png/3437.png,db_asset
3438,Icone 3438,,db_icon_unmapped,,,,all_icons_named_png/03438_icone_3438.png,all_icons_by_id_png/3438.png,db_asset
3439,Icone 3439,,db_icon_unmapped,,,,all_icons_named_png/03439_icone_3439.png,all_icons_by_id_png/3439.png,db_asset
3440,Icone 3440,,db_icon_unmapped,,,,all_icons_named_png/03440_icone_3440.png,all_icons_by_id_png/3440.png,db_asset
3441,Icone 3441,,db_icon_unmapped,,,,all_icons_named_png/03441_icone_3441.png,all_icons_by_id_png/3441.png,db_asset
3442,Icone 3442,,db_icon_unmapped,,,,all_icons_named_png/03442_icone_3442.png,all_icons_by_id_png/3442.png,db_asset
3443,Icone 3443,,db_icon_unmapped,,,,all_icons_named_png/03443_icone_3443.png,all_icons_by_id_png/3443.png,db_asset
3444,Icone 3444,,db_icon_unmapped,,,,all_icons_named_png/03444_icone_3444.png,all_icons_by_id_png/3444.png,db_asset
3445,Icone 3445,,db_icon_unmapped,,,,all_icons_named_png/03445_icone_3445.png,all_icons_by_id_png/3445.png,db_asset
3446,Icone 3446,,db_icon_unmapped,,,,all_icons_named_png/03446_icone_3446.png,all_icons_by_id_png/3446.png,db_asset
3447,Icone 3447,,db_icon_unmapped,,,,all_icons_named_png/03447_icone_3447.png,all_icons_by_id_png/3447.png,db_asset
3448,Icone 3448,,db_icon_unmapped,,,,all_icons_named_png/03448_icone_3448.png,all_icons_by_id_png/3448.png,db_asset
3449,Icone 3449,,db_icon_unmapped,,,,all_icons_named_png/03449_icone_3449.png,all_icons_by_id_png/3449.png,db_asset
3450,Icone 3450,,db_icon_unmapped,,,,all_icons_named_png/03450_icone_3450.png,all_icons_by_id_png/3450.png,db_asset
3451,Icone 3451,,db_icon_unmapped,,,,all_icons_named_png/03451_icone_3451.png,all_icons_by_id_png/3451.png,db_asset
3452,Icone 3452,,db_icon_unmapped,,,,all_icons_named_png/03452_icone_3452.png,all_icons_by_id_png/3452.png,db_asset
3453,Icone 3453,,db_icon_unmapped,,,,all_icons_named_png/03453_icone_3453.png,all_icons_by_id_png/3453.png,db_asset
3454,Icone 3454,,db_icon_unmapped,,,,all_icons_named_png/03454_icone_3454.png,all_icons_by_id_png/3454.png,db_asset
3455,Icone 3455,,db_icon_unmapped,,,,all_icons_named_png/03455_icone_3455.png,all_icons_by_id_png/3455.png,db_asset
3456,Icone 3456,,db_icon_unmapped,,,,all_icons_named_png/03456_icone_3456.png,all_icons_by_id_png/3456.png,db_asset
3457,Reflexos Absolutos,"Quando o personagem recebe determinada quantidade de dano, Reflexos Absolutos é aplicado por um curto período, garantindo que o personagem esquive do próximo ataque automático e habilidade instantânea. O efeito de esquiva persiste por um curto período.",skill_icon,skill,170,,all_icons_named_png/03457_reflexos_absolutos.png,all_icons_by_id_png/3457.png,"skill_icon,db_asset"
3458,Chuva Ácida,"Forma uma tempestade ácida na área escolhida por um curto período, causando dano mágico ao longo do tempo a todos os inimigos dentro da área de efeito. Além disso, aplica Envenenamento por um curto período aos alvos afetados quando a tempestade termina, causando dano mágico por um curto período.",skill_icon,skill,171,,all_icons_named_png/03458_chuva_acida.png,all_icons_by_id_png/3458.png,"skill_icon,db_asset"
3459,Fogo Estrondoso,"Ataca o alvo e todos os inimigos dentro de 1 metro, causando dano mágico. O alvo principal recebe Cauterização por um curto período, aumentando o dano que ele recebe. Usar Flecha Congelante no alvo também aplicará Atordoamento. Enquanto está atordoado, o alvo não pode se mover, atacar nem usar habilidades.",skill_icon,skill,165,,all_icons_named_png/03459_fogo_estrondoso.png,all_icons_by_id_png/3459.png,"skill_icon,db_asset"
3460,Totem de Cura,"Ergue um Totem de Cura na área escolhida por um curto período, curando todos os aliados dentro da área de efeito em uma porcentagem do Poder Mágico do personagem.",skill_icon,skill,169,,all_icons_named_png/03460_totem_de_cura.png,all_icons_by_id_png/3460.png,"skill_icon,db_asset"
3461,Marca Mística,"Aplica Marca Mística ao inimigo por um curto período, reduzindo suas Defesas Física e Mágica. Quando o efeito termina, os alvos e todos os inimigos próximos recebem dano mágico.",skill_icon,skill,163,,all_icons_named_png/03461_marca_mistica.png,all_icons_by_id_png/3461.png,"skill_icon,db_asset"
3462,Poder das Lâminas,"Aplica Poder das Lâminas ao personagem enquanto está ativa, aumentando a Força de Ataque para cada adaga equipada, a Força de Ataque e o Poder Físico para cada espada de uma mão equipada, e o Poder Físico para cada machado de uma mão equipado. Habilidade permanente.",skill_icon,skill,167,,all_icons_named_png/03462_poder_das_laminas.png,all_icons_by_id_png/3462.png,"skill_icon,db_asset"
3463,Raízes Punitivas,"Quando o personagem recebe dano instantâneo, há uma chance de aplicar Raízes Punitivas e Fraqueza ao inimigo por um curto período. O alvo fica preso no lugar quando está sob o efeito de Raízes Punitivas, e Fraqueza reduz os Poderes Físico e Mágico do alvo. Este efeito só pode ocorrer uma vez a cada poucos segundos.",skill_icon,skill,166,,all_icons_named_png/03463_raizes_punitivas.png,all_icons_by_id_png/3463.png,"skill_icon,db_asset"
3464,Amargura,"Quando um ataque automático ou habilidade de dano instantâneo atinge um inimigo, Amargura é aplicada ao personagem por um curto período, aumentando a Velocidade de Ataque e a chance de Esquiva. Acumula até 5 vezes.",skill_icon,skill,164,,all_icons_named_png/03464_amargura.png,all_icons_by_id_png/3464.png,"skill_icon,db_asset"
3465,Escudo Sagrado,"Aplica Escudo Sagrado ao personagem ou aliado por um curto período, absorvendo todo o dano recebido. A partir do nível 3, o efeito também é aplicado ao personagem quando é aplicado ao aliado.",skill_icon,skill,162,,all_icons_named_png/03465_escudo_sagrado.png,all_icons_by_id_png/3465.png,"skill_icon,db_asset"
3466,Reservas Secretas,"Restaura uma parte da vida máxima do personagem a cada poucos segundos, variando de acordo com o Roubo de Vida. Se a vida do personagem cair para um limite crítico, o efeito de cura aumentará bastante por um curto período. Enquanto a habilidade está em recarga, o dano recebido de monstros é reduzido.",skill_icon,skill,172,,all_icons_named_png/03466_reservas_secretas.png,all_icons_by_id_png/3466.png,"skill_icon,db_asset"
3467,Pele de Pedra,"Quando o personagem recebe dano, Pele de Pedra irremovível é aplicada por um curto período, reduzindo todo o dano recebido. Este efeito só pode ocorrer uma vez a cada poucos segundos. Bloquear ou aparar um ataque reduz a recarga do efeito.",skill_icon,skill,168,,all_icons_named_png/03467_pele_de_pedra.png,all_icons_by_id_png/3467.png,"skill_icon,db_asset"
3468,Icone 3468,,db_icon_unmapped,,,,all_icons_named_png/03468_icone_3468.png,all_icons_by_id_png/3468.png,db_asset
3469,Icone 3469,,db_icon_unmapped,,,,all_icons_named_png/03469_icone_3469.png,all_icons_by_id_png/3469.png,db_asset
3470,Icone 3470,,db_icon_unmapped,,,,all_icons_named_png/03470_icone_3470.png,all_icons_by_id_png/3470.png,db_asset
3471,Icone 3471,,db_icon_unmapped,,,,all_icons_named_png/03471_icone_3471.png,all_icons_by_id_png/3471.png,db_asset
3472,Icone 3472,,db_icon_unmapped,,,,all_icons_named_png/03472_icone_3472.png,all_icons_by_id_png/3472.png,db_asset
3473,Icone 3473,,db_icon_unmapped,,,,all_icons_named_png/03473_icone_3473.png,all_icons_by_id_png/3473.png,db_asset
3474,Icone 3474,,db_icon_unmapped,,,,all_icons_named_png/03474_icone_3474.png,all_icons_by_id_png/3474.png,db_asset
3475,Icone 3475,,db_icon_unmapped,,,,all_icons_named_png/03475_icone_3475.png,all_icons_by_id_png/3475.png,db_asset
3476,Icone 3476,,db_icon_unmapped,,,,all_icons_named_png/03476_icone_3476.png,all_icons_by_id_png/3476.png,db_asset
3477,Icone 3477,,db_icon_unmapped,,,,all_icons_named_png/03477_icone_3477.png,all_icons_by_id_png/3477.png,db_asset
3478,Icone 3478,,db_icon_unmapped,,,,all_icons_named_png/03478_icone_3478.png,all_icons_by_id_png/3478.png,db_asset
3479,Icone 3479,,db_icon_unmapped,,,,all_icons_named_png/03479_icone_3479.png,all_icons_by_id_png/3479.png,db_asset
3480,Icone 3480,,db_icon_unmapped,,,,all_icons_named_png/03480_icone_3480.png,all_icons_by_id_png/3480.png,db_asset
3481,Icone 3481,,db_icon_unmapped,,,,all_icons_named_png/03481_icone_3481.png,all_icons_by_id_png/3481.png,db_asset
3482,Reflexão de Dano Melhorada,,skill_icon,skill,409,,all_icons_named_png/03482_reflexao_de_dano_melhorada.png,all_icons_by_id_png/3482.png,"skill_icon,db_asset"
3483,Icone 3483,,db_icon_unmapped,,,,all_icons_named_png/03483_icone_3483.png,all_icons_by_id_png/3483.png,db_asset
3484,Icone 3484,,db_icon_unmapped,,,,all_icons_named_png/03484_icone_3484.png,all_icons_by_id_png/3484.png,db_asset
3485,Icone 3485,,db_icon_unmapped,,,,all_icons_named_png/03485_icone_3485.png,all_icons_by_id_png/3485.png,db_asset
3486,Icone 3486,,db_icon_unmapped,,,,all_icons_named_png/03486_icone_3486.png,all_icons_by_id_png/3486.png,db_asset
3487,Icone 3487,,db_icon_unmapped,,,,all_icons_named_png/03487_icone_3487.png,all_icons_by_id_png/3487.png,db_asset
3488,Icone 3488,,db_icon_unmapped,,,,all_icons_named_png/03488_icone_3488.png,all_icons_by_id_png/3488.png,db_asset
3489,Icone 3489,,db_icon_unmapped,,,,all_icons_named_png/03489_icone_3489.png,all_icons_by_id_png/3489.png,db_asset
3490,Icone 3490,,db_icon_unmapped,,,,all_icons_named_png/03490_icone_3490.png,all_icons_by_id_png/3490.png,db_asset
3491,Icone 3491,,db_icon_unmapped,,,,all_icons_named_png/03491_icone_3491.png,all_icons_by_id_png/3491.png,db_asset
3492,Icone 3492,,db_icon_unmapped,,,,all_icons_named_png/03492_icone_3492.png,all_icons_by_id_png/3492.png,db_asset
3493,Icone 3493,,db_icon_unmapped,,,,all_icons_named_png/03493_icone_3493.png,all_icons_by_id_png/3493.png,db_asset
3494,Icone 3494,,db_icon_unmapped,,,,all_icons_named_png/03494_icone_3494.png,all_icons_by_id_png/3494.png,db_asset
3495,Icone 3495,,db_icon_unmapped,,,,all_icons_named_png/03495_icone_3495.png,all_icons_by_id_png/3495.png,db_asset
3496,Icone 3496,,db_icon_unmapped,,,,all_icons_named_png/03496_icone_3496.png,all_icons_by_id_png/3496.png,db_asset
3497,Icone 3497,,db_icon_unmapped,,,,all_icons_named_png/03497_icone_3497.png,all_icons_by_id_png/3497.png,db_asset
3498,Icone 3498,,db_icon_unmapped,,,,all_icons_named_png/03498_icone_3498.png,all_icons_by_id_png/3498.png,db_asset
3499,Icone 3499,,db_icon_unmapped,,,,all_icons_named_png/03499_icone_3499.png,all_icons_by_id_png/3499.png,db_asset
3500,Icone 3500,,db_icon_unmapped,,,,all_icons_named_png/03500_icone_3500.png,all_icons_by_id_png/3500.png,db_asset
3501,Icone 3501,,db_icon_unmapped,,,,all_icons_named_png/03501_icone_3501.png,all_icons_by_id_png/3501.png,db_asset
3502,Icone 3502,,db_icon_unmapped,,,,all_icons_named_png/03502_icone_3502.png,all_icons_by_id_png/3502.png,db_asset
3503,Icone 3503,,db_icon_unmapped,,,,all_icons_named_png/03503_icone_3503.png,all_icons_by_id_png/3503.png,db_asset
3504,Icone 3504,,db_icon_unmapped,,,,all_icons_named_png/03504_icone_3504.png,all_icons_by_id_png/3504.png,db_asset
3505,Icone 3505,,db_icon_unmapped,,,,all_icons_named_png/03505_icone_3505.png,all_icons_by_id_png/3505.png,db_asset
3506,Icone 3506,,db_icon_unmapped,,,,all_icons_named_png/03506_icone_3506.png,all_icons_by_id_png/3506.png,db_asset
3507,Icone 3507,,db_icon_unmapped,,,,all_icons_named_png/03507_icone_3507.png,all_icons_by_id_png/3507.png,db_asset
3508,Icone 3508,,db_icon_unmapped,,,,all_icons_named_png/03508_icone_3508.png,all_icons_by_id_png/3508.png,db_asset
3509,Icone 3509,,db_icon_unmapped,,,,all_icons_named_png/03509_icone_3509.png,all_icons_by_id_png/3509.png,db_asset
3510,Icone 3510,,db_icon_unmapped,,,,all_icons_named_png/03510_icone_3510.png,all_icons_by_id_png/3510.png,db_asset
3511,Icone 3511,,db_icon_unmapped,,,,all_icons_named_png/03511_icone_3511.png,all_icons_by_id_png/3511.png,db_asset
3512,Icone 3512,,db_icon_unmapped,,,,all_icons_named_png/03512_icone_3512.png,all_icons_by_id_png/3512.png,db_asset
3513,Icone 3513,,db_icon_unmapped,,,,all_icons_named_png/03513_icone_3513.png,all_icons_by_id_png/3513.png,db_asset
3514,Arco da malícia venenosa,,item_id_match,item,3514,3514,all_icons_named_png/03514_arco_da_malicia_venenosa.png,all_icons_by_id_png/3514.png,db_asset
3515,Adaga da fúria das chamas,,item_id_match,item,3515,3515,all_icons_named_png/03515_adaga_da_furia_das_chamas.png,all_icons_by_id_png/3515.png,db_asset
3516,Cajado da fúria celestial,,item_id_match,item,3516,3516,all_icons_named_png/03516_cajado_da_furia_celestial.png,all_icons_by_id_png/3516.png,db_asset
3517,Arco da raiva venenosa,,item_id_match,item,3517,3517,all_icons_named_png/03517_arco_da_raiva_venenosa.png,all_icons_by_id_png/3517.png,db_asset
3518,Adaga da fúria das chamas,,item_id_match,item,3518,3518,all_icons_named_png/03518_adaga_da_furia_das_chamas.png,all_icons_by_id_png/3518.png,db_asset
3519,Cajado da fúria celestial,,item_id_match,item,3519,3519,all_icons_named_png/03519_cajado_da_furia_celestial.png,all_icons_by_id_png/3519.png,db_asset
3520,Icone 3520,,db_icon_unmapped,,,,all_icons_named_png/03520_icone_3520.png,all_icons_by_id_png/3520.png,db_asset
3521,Icone 3521,,db_icon_unmapped,,,,all_icons_named_png/03521_icone_3521.png,all_icons_by_id_png/3521.png,db_asset
3522,Icone 3522,,db_icon_unmapped,,,,all_icons_named_png/03522_icone_3522.png,all_icons_by_id_png/3522.png,db_asset
3523,Icone 3523,,db_icon_unmapped,,,,all_icons_named_png/03523_icone_3523.png,all_icons_by_id_png/3523.png,db_asset
3524,Icone 3524,,db_icon_unmapped,,,,all_icons_named_png/03524_icone_3524.png,all_icons_by_id_png/3524.png,db_asset
3525,Icone 3525,,db_icon_unmapped,,,,all_icons_named_png/03525_icone_3525.png,all_icons_by_id_png/3525.png,db_asset
3526,Icone 3526,,db_icon_unmapped,,,,all_icons_named_png/03526_icone_3526.png,all_icons_by_id_png/3526.png,db_asset
3527,Icone 3527,,db_icon_unmapped,,,,all_icons_named_png/03527_icone_3527.png,all_icons_by_id_png/3527.png,db_asset
3528,Icone 3528,,db_icon_unmapped,,,,all_icons_named_png/03528_icone_3528.png,all_icons_by_id_png/3528.png,db_asset
3529,Icone 3529,,db_icon_unmapped,,,,all_icons_named_png/03529_icone_3529.png,all_icons_by_id_png/3529.png,db_asset
3530,Icone 3530,,db_icon_unmapped,,,,all_icons_named_png/03530_icone_3530.png,all_icons_by_id_png/3530.png,db_asset
3531,Icone 3531,,db_icon_unmapped,,,,all_icons_named_png/03531_icone_3531.png,all_icons_by_id_png/3531.png,db_asset
3532,Icone 3532,,db_icon_unmapped,,,,all_icons_named_png/03532_icone_3532.png,all_icons_by_id_png/3532.png,db_asset
3533,Icone 3533,,db_icon_unmapped,,,,all_icons_named_png/03533_icone_3533.png,all_icons_by_id_png/3533.png,db_asset
3534,Fragrância Enfeitiçadora,"Um aroma do perfume da paixão que pode dar amuletos especiais a você e seus amigos. Mas, para isso, vocês precisarão se esforçar. Depois de receber esses amuletos 5 vezes, a regeneração de Vida e Energia e as defesas Física e Mágica do herói aumentarão. Item necessário para o uso: Perfume da paixão.",skill_icon,skill,277,,all_icons_named_png/03534_fragrancia_enfeiticadora.png,all_icons_by_id_png/3534.png,"skill_icon,db_asset"
3535,Icone 3535,,db_icon_unmapped,,,,all_icons_named_png/03535_icone_3535.png,all_icons_by_id_png/3535.png,db_asset
3536,Icone 3536,,db_icon_unmapped,,,,all_icons_named_png/03536_icone_3536.png,all_icons_by_id_png/3536.png,db_asset
3537,Icone 3537,,db_icon_unmapped,,,,all_icons_named_png/03537_icone_3537.png,all_icons_by_id_png/3537.png,db_asset
3538,Icone 3538,,db_icon_unmapped,,,,all_icons_named_png/03538_icone_3538.png,all_icons_by_id_png/3538.png,db_asset
3539,Icone 3539,,db_icon_unmapped,,,,all_icons_named_png/03539_icone_3539.png,all_icons_by_id_png/3539.png,db_asset
3540,Icone 3540,,db_icon_unmapped,,,,all_icons_named_png/03540_icone_3540.png,all_icons_by_id_png/3540.png,db_asset
3542,Icone 3542,,db_icon_unmapped,,,,all_icons_named_png/03542_icone_3542.png,all_icons_by_id_png/3542.png,db_asset
3543,Icone 3543,,db_icon_unmapped,,,,all_icons_named_png/03543_icone_3543.png,all_icons_by_id_png/3543.png,db_asset
3544,Накипь,,item_id_match,item,3544,3544,all_icons_named_png/03544_icon_3544.png,all_icons_by_id_png/3544.png,db_asset
3545,Мясо,,item_id_match,item,3545,3545,all_icons_named_png/03545_icon_3545.png,all_icons_by_id_png/3545.png,db_asset
3546,Овощи,,item_id_match,item,3546,3546,all_icons_named_png/03546_icon_3546.png,all_icons_by_id_png/3546.png,db_asset
3547,Суп,,item_id_match,item,3547,3547,all_icons_named_png/03547_icon_3547.png,all_icons_by_id_png/3547.png,db_asset
3548,Жетон,,item_id_match,item,3548,3548,all_icons_named_png/03548_icon_3548.png,all_icons_by_id_png/3548.png,db_asset
3549,Пустая миска,,item_id_match,item,3549,3549,all_icons_named_png/03549_icon_3549.png,all_icons_by_id_png/3549.png,db_asset
3550,Icone 3550,,db_icon_unmapped,,,,all_icons_named_png/03550_icone_3550.png,all_icons_by_id_png/3550.png,db_asset
3551,Icone 3551,,db_icon_unmapped,,,,all_icons_named_png/03551_icone_3551.png,all_icons_by_id_png/3551.png,db_asset
3552,Icone 3552,,db_icon_unmapped,,,,all_icons_named_png/03552_icone_3552.png,all_icons_by_id_png/3552.png,db_asset
3553,Icone 3553,,db_icon_unmapped,,,,all_icons_named_png/03553_icone_3553.png,all_icons_by_id_png/3553.png,db_asset
3554,Icone 3554,,db_icon_unmapped,,,,all_icons_named_png/03554_icone_3554.png,all_icons_by_id_png/3554.png,db_asset
3555,Оголовье,,item_id_match,item,3555,3555,all_icons_named_png/03555_icon_3555.png,all_icons_by_id_png/3555.png,db_asset
3556,Icone 3556,,db_icon_unmapped,,,,all_icons_named_png/03556_icone_3556.png,all_icons_by_id_png/3556.png,db_asset
3557,Призыв монстра. Триггер по здоровью,,skill_icon,skill,329,,all_icons_named_png/03557_icon_3557.png,all_icons_by_id_png/3557.png,"skill_icon,db_asset"
3558,Icone 3558,,db_icon_unmapped,,,,all_icons_named_png/03558_icone_3558.png,all_icons_by_id_png/3558.png,db_asset
3559,Icone 3559,,db_icon_unmapped,,,,all_icons_named_png/03559_icone_3559.png,all_icons_by_id_png/3559.png,db_asset
3560,Icone 3560,,db_icon_unmapped,,,,all_icons_named_png/03560_icone_3560.png,all_icons_by_id_png/3560.png,db_asset
3561,Icone 3561,,db_icon_unmapped,,,,all_icons_named_png/03561_icone_3561.png,all_icons_by_id_png/3561.png,db_asset
